presenter_name,presenter_institution,presentation_title,session_title,session_description
Thomas Mcnamara,California State University,NA,Cultivating Critical Approaches to Internationalization: Examining Asian/Asian American Literacies and Identities This panel illuminates the tension we find in students who defy linguistic and national categorization.,NA
Kaia Simon,University of Illinois at Urbana-Champaign NA,NA,Cultivating Critical Approaches to Internationalization: Examining Asian/Asian American Literacies and Identities This panel illuminates the tension we find in students who defy linguistic and national categorization.,NA
Joy Adams,American Universityâ€“NEW Bender Library,NA,The Information (Literacy) Superhighway: Cultivating Change in Writing Classrooms and Writing Programs This session will examine two pieces of the changing picture of information literacy's place in the writing classroom.,NA
Alex Hodges,American University,NA,The Information (Literacy) Superhighway: Cultivating Change in Writing Classrooms and Writing Programs This session will examine two pieces of the changing picture of information literacy's place in the writing classroom.,NA
Jenise Overmier,American Universityâ€“NEW Bender Library,NA,The Information (Literacy) Superhighway: Cultivating Change in Writing Classrooms and Writing Programs This session will examine two pieces of the changing picture of information literacy's place in the writing classroom.,NA
Alison Thomas,American University NA,NA,The Information (Literacy) Superhighway: Cultivating Change in Writing Classrooms and Writing Programs This session will examine two pieces of the changing picture of information literacy's place in the writing classroom.,NA
Tiffany Hitesman,Boise State University,NA,Where Do Lecturers Fit? Exploring the Culture of Change through the Study of Full-Time Non-Tenure-Track Faculty Experiences,This panel will discuss a local study investigating lecturers' perceptions of emotional labor and burnout.
Lana Kuchta,Boise State University,NA,Where Do Lecturers Fit? Exploring the Culture of Change through the Study of Full-Time Non-Tenure-Track Faculty Experiences,This panel will discuss a local study investigating lecturers' perceptions of emotional labor and burnout.
Carrie Seymour,Boise State University NA,NA,Where Do Lecturers Fit? Exploring the Culture of Change through the Study of Full-Time Non-Tenure-Track Faculty Experiences,This panel will discuss a local study investigating lecturers' perceptions of emotional labor and burnout.
Michael Pemberton,Georgia Southern University,NA,Translating Inclusivity in Technical Communication,Panelists explore possibilities for design practices that foster inclusivity.
Natasha Jones,University of Central Florida,Cultivating,Translating Inclusivity in Technical Communication,Panelists explore possibilities for design practices that foster inclusivity.
Capacity,Creating Change: Disability,NA,Translating Inclusivity in Technical Communication,Panelists explore possibilities for design practices that foster inclusivity.
Mary Ann Saunders,University of British Columbia,How Do You Wish to Be Cited? How Trans Scholars Change How We Think about,Translating Inclusivity in Technical Communication,Panelists explore possibilities for design practices that foster inclusivity.
Katja Thieme,University of British Columbia,How Do You Wish to Be Cited? How Trans Scholars Change How We Think about Citation,Translating Inclusivity in Technical Communication,Panelists explore possibilities for design practices that foster inclusivity.
Massimo Verzella,Penn State Erie,Translation Is UX: Learning about Cultural Differences through the Study of,Translating Inclusivity in Technical Communication,Panelists explore possibilities for design practices that foster inclusivity.
Stephanie Wheeler,University of Central Florida,"Cultivating Capacity,",Translating Inclusivity in Technical Communication,Panelists explore possibilities for design practices that foster inclusivity.
Disability,Design, NA,Translating Inclusivity in Technical Communication,Panelists explore possibilities for design practices that foster inclusivity.
Jason Palmeri,Miami University of Ohio,NA,"Composition, Interdisciplinarity, and the Limitations of the Traditional English Department in the 21st Century: Cautionary Tales and New Collaborations This panel explores the complex, evolving, and at times contentious relationships between English departments and composition programs.",NA
Tracy Carrick,Cornell University,Anywhere but Here: Exploring Why Students Avoid English-Based Composition Courses,"Composition, Interdisciplinarity, and the Limitations of the Traditional English Department in the 21st Century: Cautionary Tales and New Collaborations This panel explores the complex, evolving, and at times contentious relationships between English departments and composition programs.",NA
 Dan Collins,Guttman Community College,Rule #1: Avoid the D-Word,"Composition, Interdisciplinarity, and the Limitations of the Traditional English Department in the 21st Century: Cautionary Tales and New Collaborations This panel explores the complex, evolving, and at times contentious relationships between English departments and composition programs.",NA
Derek Owens,St. John's University,Imagining an Interdisciplinary Writing Studies Minor,"Composition, Interdisciplinarity, and the Limitations of the Traditional English Department in the 21st Century: Cautionary Tales and New Collaborations This panel explores the complex, evolving, and at times contentious relationships between English departments and composition programs.",NA
Matthew Pavesich,Georgetown University,Leveraging Composition's New Cool,"Composition, Interdisciplinarity, and the Limitations of the Traditional English Department in the 21st Century: Cautionary Tales and New Collaborations This panel explores the complex, evolving, and at times contentious relationships between English departments and composition programs.",NA
Tara Roeder,St. John's University,We Already Have a Writing Minor: Reclaiming Composition in the 21st Century,"Composition, Interdisciplinarity, and the Limitations of the Traditional English Department in the 21st Century: Cautionary Tales and New Collaborations This panel explores the complex, evolving, and at times contentious relationships between English departments and composition programs.",NA
