presenter_name,presenter_institution,presentation_title,session_title,session_description
Representations,"and Performative Capacities: Rhetorical Production(s) of/by Asian/Asian Americans in HawaiÊ»i""",NA,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Michael Pak,University of HawaiÊ»i at MÄnoa,"Racial Identities, Visual",Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Representations,"and Performative Capacities: Rhetorical Production(s) of/by Asian/Asian Americans in HawaiÊ»i""",NA,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Scott Kaalele,University of HawaiÊ»i at MÄnoa,"Racial Identities, Visual",Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Representations,"and Performative Capacities: Rhetorical Production(s) of/by Asian/Asian Americans in HawaiÊ»i""",NA,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Jolivette Mecenas,University of La Verne,Racial Formations of Second Language International Students and the Responsibility of the,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
 Linh Dich,Miami University,The Impact of Asian/Asian,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
American Scholarship as a Productive,"Contested Site""",NA,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Lehua Ledbetter,University of Rhode Island,Risks and Affordances: Naming the Asian/Asian American Caucus,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Hui Wu,University of Texas at Tyler Information Technologies,NA,Asian/Asian American Scholarship in Rhetoric and Composition: Risks and Rewards (Sponsored by the Asian/Asian American Caucus) ,Discusses historical and emergent work in Asian/Asian American studies in rhetoric/composition to explore its risks and rewards.
Marriott,Meeting Room 1,NA,Insert Your Picture Here: Locating the Self with Digital Images ,"Digital imaging and mobile apps revise ideas of place, space, self, and body. Panel asks how this impacts the teaching of Rhet/Comp."
Kuhio Walters,West Chester University of Pennsylvania,NA,Insert Your Picture Here: Locating the Self with Digital Images ,"Digital imaging and mobile apps revise ideas of place, space, self, and body. Panel asks how this impacts the teaching of Rhet/Comp."
Laura Sparks,California State University,The Body,Insert Your Picture Here: Locating the Self with Digital Images ,"Digital imaging and mobile apps revise ideas of place, space, self, and body. Panel asks how this impacts the teaching of Rhet/Comp."
Selfies,SkinneePix,NA,Insert Your Picture Here: Locating the Self with Digital Images ,"Digital imaging and mobile apps revise ideas of place, space, self, and body. Panel asks how this impacts the teaching of Rhet/Comp."
Lavinia Hirsu,University of North Carolina at Greensboro,Viral Selfies: Taking Risks with Subjectivity,Insert Your Picture Here: Locating the Self with Digital Images ,"Digital imaging and mobile apps revise ideas of place, space, self, and body. Panel asks how this impacts the teaching of Rhet/Comp."
Kuhio Walters,West Chester University of Pennsylvania,"Landscape,",Insert Your Picture Here: Locating the Self with Digital Images ,"Digital imaging and mobile apps revise ideas of place, space, self, and body. Panel asks how this impacts the teaching of Rhet/Comp."
Nostalgia,"and the Time-Traveling Selfie: Mobilizing First-Year Writers with(in) Photo Archives""",NA,Insert Your Picture Here: Locating the Self with Digital Images ,"Digital imaging and mobile apps revise ideas of place, space, self, and body. Panel asks how this impacts the teaching of Rhet/Comp."
Marriott,Meeting Room 7,NA,What Can Writing Teachers Learn (and Fear) from MOOCs? ,Redefining the role of MOOCs in writing pedagogy beyond information dumps into engaging learning spaces.
Richard Colby,University of Denver,NA,What Can Writing Teachers Learn (and Fear) from MOOCs? ,Redefining the role of MOOCs in writing pedagogy beyond information dumps into engaging learning spaces.
Rebekah Shultz Colby,University of Denver,Using Online Writing Spaces to Offer Writing Feedback in MOOCs,What Can Writing Teachers Learn (and Fear) from MOOCs? ,Redefining the role of MOOCs in writing pedagogy beyond information dumps into engaging learning spaces.
Jill Morris,Frostburg State University,What Are MOOCs for Anyway?,What Can Writing Teachers Learn (and Fear) from MOOCs? ,Redefining the role of MOOCs in writing pedagogy beyond information dumps into engaging learning spaces.
Richard Colby,University of Denver,Typology of MOOCs,What Can Writing Teachers Learn (and Fear) from MOOCs? ,Redefining the role of MOOCs in writing pedagogy beyond information dumps into engaging learning spaces.
Marriott,Meeting Room 4,NA,Risk to Respond (Because the Internet) ,How might we manage risks and response-abilities as we navigate ethical dilemmas and imperatives within digital spaces?
Kristen Gay,Clemson University,NA,Risk to Respond (Because the Internet) ,How might we manage risks and response-abilities as we navigate ethical dilemmas and imperatives within digital spaces?
Marriott,Meeting Room 5,NA,"Mobile, Polymedia, and Technological Obsolescence ","Mobile technology, planned obsolescence, and digital pedagogy"
Rashidah Muhammad,Governors State University,NA,"Mobile, Polymedia, and Technological Obsolescence ","Mobile technology, planned obsolescence, and digital pedagogy"
Park,IL,NA,"Mobile, Polymedia, and Technological Obsolescence ","Mobile technology, planned obsolescence, and digital pedagogy"
Joy Bancroft,Daytona State College,Closing the Participation Gap: Teaching Digital Literacy in the Writing Center,"Mobile, Polymedia, and Technological Obsolescence ","Mobile technology, planned obsolescence, and digital pedagogy"
Bronwyn T. Williams,University of Louisville, Making the Text,"Mobile, Polymedia, and Technological Obsolescence ","Mobile technology, planned obsolescence, and digital pedagogy"
Polymedia,Emotion,NA,"Mobile, Polymedia, and Technological Obsolescence ","Mobile technology, planned obsolescence, and digital pedagogy"
Shannon Madden,University of Oklahoma,Digital Writing Pedagogy and the Risks of Rapid Obsolescence,"Mobile, Polymedia, and Technological Obsolescence ","Mobile technology, planned obsolescence, and digital pedagogy"
Tampa CC,Room 23,NA,"Caption That! Critical, Creative, and Contextual Encounters with Closed Captioning in Multimodal Composition (Sponsored by the Disabilities Studies Special Interest Group) ","Captioning (of media) holds creative, constructive, transformative, humanizing, emotional possibility for multimodal composition."
Brenda Brueggemann,University of Louisville,NA,"Caption That! Critical, Creative, and Contextual Encounters with Closed Captioning in Multimodal Composition (Sponsored by the Disabilities Studies Special Interest Group) ","Captioning (of media) holds creative, constructive, transformative, humanizing, emotional possibility for multimodal composition."
Nicole Snell,Bentley University,Media Reconciliation: Closed Captioning and Emotional Response,"Caption That! Critical, Creative, and Contextual Encounters with Closed Captioning in Multimodal Composition (Sponsored by the Disabilities Studies Special Interest Group) ","Captioning (of media) holds creative, constructive, transformative, humanizing, emotional possibility for multimodal composition."
