presentation_title,speaker,institution,session_title,time,room,building,year,society
A Failed Attempt: Conflating 'Gay' and 'Queer' in Mid-Century American Drama,Thom Bryce,York Univ.,"Between ""Gay"" and ""Queer""",12:00 noon–1:15 p.m.,Purdue-Wisconsin,Chicago Marriott,2014,MLA
"Between Gay and Queer, the Dyke",Megan Lindsay Obourn,State Univ. of New York,"Between ""Gay"" and ""Queer""",12:00 noon–1:15 p.m.,Purdue-Wisconsin,Chicago Marriott,2014,MLA
Queer Vampires and the Fantasy of Liberal Progress,Laura Westengard,New York City Coll. of Tech.,"Between ""Gay"" and ""Queer""",12:00 noon–1:15 p.m.,Purdue-Wisconsin,Chicago Marriott,2014,MLA
"Afro-Cuban Hip-Hop, Revolution, and Narration(s) of the Postcolonial Nation and Identities",Clément Akassi,Howard Univ.,Afro-Diasporic Popular Culture Interventions,12:00 noon–1:15 p.m.,Parlor F,Sheraton Chicago,2014,MLA
Cuba Still Represents: A Performative Approach to Contemporary Hip-Hop,Kayla Paulk,Univ. of Pittsburgh,Afro-Diasporic Popular Culture Interventions,12:00 noon–1:15 p.m.,Parlor F,Sheraton Chicago,2014,MLA
Renationalizing Capoeira as a Vector of Brazilian Culture on the World Stage,Laurence Robitaille,York Univ.,Afro-Diasporic Popular Culture Interventions,12:00 noon–1:15 p.m.,Parlor F,Sheraton Chicago,2014,MLA
NA,David Bahr,Borough of Manhattan Community Coll.,The Creative-Critical Dissertation,12:00 noon–1:15 p.m.,Great America,Chicago Marriott,2014,MLA
NA,Jenny Boully,Columbia Coll.,The Creative-Critical Dissertation,12:00 noon–1:15 p.m.,Great America,Chicago Marriott,2014,MLA
NA,John Harkey,Jr.,The Creative-Critical Dissertation,12:00 noon–1:15 p.m.,Great America,Chicago Marriott,2014,MLA
NA,Tayt Harlin,Graduate Center,The Creative-Critical Dissertation,12:00 noon–1:15 p.m.,Great America,Chicago Marriott,2014,MLA
NA,Rebekah Rutkoff,Baruch Coll.,The Creative-Critical Dissertation,12:00 noon–1:15 p.m.,Great America,Chicago Marriott,2014,MLA
Black Dada,Kathy Lou Schultz,Univ. of Memphis,Dadaphone: Indeterminacy in Words and Music,12:00 noon–1:15 p.m.,Huron,Chicago Marriott,2014,MLA
Aleatory Adaptation and Indeterminate Interpretation: Radiohead's In Rainbows as Faustian Rock Opera,Meg Tarquinio Roche,Northeastern Univ.,Dadaphone: Indeterminacy in Words and Music,12:00 noon–1:15 p.m.,Huron,Chicago Marriott,2014,MLA
"Game Changer: Cage's Word-Music Combination in 'Renunion' and 'Solo 23,'"" Sydney Boyd, Rice Univ.",NA,NA,Dadaphone: Indeterminacy in Words and Music,12:00 noon–1:15 p.m.,Huron,Chicago Marriott,2014,MLA
Graphic Notation in Contemporary Music and Its Debt to Dada,Laura Prichard,Univ. of Massachusetts,Dadaphone: Indeterminacy in Words and Music,12:00 noon–1:15 p.m.,Huron,Chicago Marriott,2014,MLA
The Renaissance of Transculturalism and the Ottomans in Early Modern Literary Imagination,Abdulhamit Arvas,Michigan State Univ.,Cultures and Literatures of the Mediterranean: From the Ottoman Empire to the Postcolonial Maghreb,12:00 noon–1:15 p.m.,Missouri,Sheraton Chicago,2014,MLA
Colonial Legacies: Toward a Theory of the Multilingual Mediterranean,Celine Piser,NA,Cultures and Literatures of the Mediterranean: From the Ottoman Empire to the Postcolonial Maghreb,12:00 noon–1:15 p.m.,Missouri,Sheraton Chicago,2014,MLA
Driss Chraïbi the Historian? Postcolonial Islam and the Arab Conquest of the Maghreb in La mère du printemps,Ziad Bentahar,Univ. Internationale de Rabat,Cultures and Literatures of the Mediterranean: From the Ottoman Empire to the Postcolonial Maghreb,12:00 noon–1:15 p.m.,Missouri,Sheraton Chicago,2014,MLA
Order Matters: Wislava Szymborska in Hebrew Translation,Efrat Bloom,Univ. of Michigan,Comparative Translation Strategies and the Market for Foreign Literature,12:00 noon–1:15 p.m.,Parlor C,Sheraton Chicago,2014,MLA
Translating Voodoo: Market Strategies for French-Caribbean Fiction in the United States and the Netherlands,Krista Slagle,Katholieke Universiteit Leuven,Comparative Translation Strategies and the Market for Foreign Literature,12:00 noon–1:15 p.m.,Parlor C,Sheraton Chicago,2014,MLA
Is Bad Press Good Press? Scandal and the Marketplace for Literature in Translation,Corine Tachtiris,Hampshire Coll.,Comparative Translation Strategies and the Market for Foreign Literature,12:00 noon–1:15 p.m.,Parlor C,Sheraton Chicago,2014,MLA
The 'Twilight of the Poets' and the Ideology of Genre,Elizabeth Renker,Ohio State Univ.,"Realist Poetry in the ""Twilight"" Era",12:00 noon–1:15 p.m.,Chicago F,Chicago Marriott,2014,MLA
Robert Browning as an American Realist Poet,Nancy Glazener,Univ. of Pittsburgh,"Realist Poetry in the ""Twilight"" Era",12:00 noon–1:15 p.m.,Chicago F,Chicago Marriott,2014,MLA
Poetry's Realist Fictions,Elissa Zellinger,NA,"Realist Poetry in the ""Twilight"" Era",12:00 noon–1:15 p.m.,Chicago F,Chicago Marriott,2014,MLA
"Beneath the American Cultural Biography: David Reynolds and the Quest for 'An Attentiveness Never Before Attempted,'"" Harold K. Bush, Saint Louis Univ.",NA,NA,Beneath the American Renaissance at Twenty-Five: The Legacy of an American Cultural Studies Classic,12:00 noon–1:15 p.m.,Chicago C,Chicago Marriott,2014,MLA
Reading beneath (and through) David Reynolds: From Influence to Reading,Christopher N. Phillips,Lafayette Coll.,Beneath the American Renaissance at Twenty-Five: The Legacy of an American Cultural Studies Classic,12:00 noon–1:15 p.m.,Chicago C,Chicago Marriott,2014,MLA
The Paradox of Radical Conventionalism: The 'Benign-Subversive Style' and Cold War Ethnic Fictions,Sean Gerrity,NA,Beneath the American Renaissance at Twenty-Five: The Legacy of an American Cultural Studies Classic,12:00 noon–1:15 p.m.,Chicago C,Chicago Marriott,2014,MLA
Translations of Translations: From Latin to French to Digital,Anneliese Pollock,Univ. of California,Digital Humanities and French Renaissance Culture,12:00 noon–1:15 p.m.,Columbus,Sheraton Chicago,2014,MLA
Digitizing the French Sixteenth Century: Unblocking the Literary Canon,Hassan Melehy,Univ. of North Carolina,Digital Humanities and French Renaissance Culture,12:00 noon–1:15 p.m.,Columbus,Sheraton Chicago,2014,MLA
The Montaigne Project,Philippe Desan,Univ. of Chicago,Digital Humanities and French Renaissance Culture,12:00 noon–1:15 p.m.,Columbus,Sheraton Chicago,2014,MLA
NA,Susannah Mary Chewning,Union County Coll.,Upstream Both Ways:  Aligning Community Colleges and Four-Year Institutions,12:00 noon–1:15 p.m.,O'Hare,Chicago Marriott,2014,MLA
NA,Eric William Devlin,Tarrant County Coll.,Upstream Both Ways:  Aligning Community Colleges and Four-Year Institutions,12:00 noon–1:15 p.m.,O'Hare,Chicago Marriott,2014,MLA
NA,Charlotte Pressler,South Florida State Coll.,Upstream Both Ways:  Aligning Community Colleges and Four-Year Institutions,12:00 noon–1:15 p.m.,O'Hare,Chicago Marriott,2014,MLA
NA,Lisa Vollendorf,San José State Univ.,Upstream Both Ways:  Aligning Community Colleges and Four-Year Institutions,12:00 noon–1:15 p.m.,O'Hare,Chicago Marriott,2014,MLA
The Threat of Myopic Optimism: Reassessing Violence in Scandinavian Literature and Film,Kari Nixon,Southern Methodist Univ.,Invisible Violences in the North,12:00 noon–1:15 p.m.,Colorado,Sheraton Chicago,2014,MLA
Imagining Scandinavia through the Concept of the Nordic Noir,Sara Kärrholm,Lund Univ.,Invisible Violences in the North,12:00 noon–1:15 p.m.,Colorado,Sheraton Chicago,2014,MLA
Violent Situations and Nordic Popular Culture,Andrew K. Nestingen,Univ. of Washington,Invisible Violences in the North,12:00 noon–1:15 p.m.,Colorado,Sheraton Chicago,2014,MLA
NA,Roberta Johnson,Univ. of Kansas,The Poetics of Realism: A Session in Honor of Harriet Turner,12:00 noon–1:15 p.m.,Ohio,Sheraton Chicago,2014,MLA
NA,Beth Ellen Jörgensen,Univ. of Rochester,The Poetics of Realism: A Session in Honor of Harriet Turner,12:00 noon–1:15 p.m.,Ohio,Sheraton Chicago,2014,MLA
NA,Meri-Jane Rochelson,Florida International Univ.,The Poetics of Realism: A Session in Honor of Harriet Turner,12:00 noon–1:15 p.m.,Ohio,Sheraton Chicago,2014,MLA
NA,Stephanie Anne Sieburth,Duke Univ.,The Poetics of Realism: A Session in Honor of Harriet Turner,12:00 noon–1:15 p.m.,Ohio,Sheraton Chicago,2014,MLA
NA,Linda M. Willem,Butler Univ.,The Poetics of Realism: A Session in Honor of Harriet Turner,12:00 noon–1:15 p.m.,Ohio,Sheraton Chicago,2014,MLA
Incarnational Apophatic: Rethinking Divine Accommodation in John Milton's Paradise Lost,Paul A. Cefalu,Lafayette Coll.,John Milton: A General Session,12:00 noon–1:15 p.m.,Clark,Chicago Marriott,2014,MLA
"Political Action, Philosophic Deliberation, Private Evil, Public Good:  Reading the Demonic Malefactors in Book II of Milton's Paradise Lost Allusively",James Carson Nohrnberg,Univ. of Virginia,John Milton: A General Session,12:00 noon–1:15 p.m.,Clark,Chicago Marriott,2014,MLA
The Miltonic Sources of Wheatley's American Poetics,Paula Loscocco,Lehman Coll.,John Milton: A General Session,12:00 noon–1:15 p.m.,Clark,Chicago Marriott,2014,MLA
The Stigma of Print Revisited,Steven William May,Emory Univ.,What's Class Got to Do with It? Josephine A. Roberts Forum,12:00 noon–1:15 p.m.,Belmont,Chicago Marriott,2014,MLA
"Is This Font for You?"" Caralyn Bialo, Manhattanville Coll.",NA,NA,What's Class Got to Do with It? Josephine A. Roberts Forum,12:00 noon–1:15 p.m.,Belmont,Chicago Marriott,2014,MLA
"The Metrical Psalter, Status, and the Uses of Books",Beth Quitslund,Ohio Univ.,What's Class Got to Do with It? Josephine A. Roberts Forum,12:00 noon–1:15 p.m.,Belmont,Chicago Marriott,2014,MLA
Sir Samuel Tuke's John Donne,Lara M. Crowley,Northern Illinois Univ.,What's Class Got to Do with It? Josephine A. Roberts Forum,12:00 noon–1:15 p.m.,Belmont,Chicago Marriott,2014,MLA
NA,Rachel Arteaga,Univ. of Washington,Reforming the Literature PhD,12:00 noon–1:15 p.m.,Chicago X,Sheraton Chicago,2014,MLA
NA,Don H. Bialostosky,Univ. of Pittsburgh,Reforming the Literature PhD,12:00 noon–1:15 p.m.,Chicago X,Sheraton Chicago,2014,MLA
NA,Julia Brookins,American Historical Association,Reforming the Literature PhD,12:00 noon–1:15 p.m.,Chicago X,Sheraton Chicago,2014,MLA
NA,Juliette Cherbuliez,Univ. of Minnesota,Reforming the Literature PhD,12:00 noon–1:15 p.m.,Chicago X,Sheraton Chicago,2014,MLA
NA,John Allen Stevenson,Univ. of Colorado,Reforming the Literature PhD,12:00 noon–1:15 p.m.,Chicago X,Sheraton Chicago,2014,MLA
NA,Bill VanPatten,Michigan State Univ.,Reforming the Literature PhD,12:00 noon–1:15 p.m.,Chicago X,Sheraton Chicago,2014,MLA
NA,Karin Anneliese Wurst,Michigan State Univ.,Reforming the Literature PhD,12:00 noon–1:15 p.m.,Chicago X,Sheraton Chicago,2014,MLA
Shocking Media: The Abu Ghraib Photographs and Zero Dark Thirty,Liz Maynes-Aminzade,Harvard Univ.,Torture and Popular Culture,12:00 noon–1:15 p.m.,Indiana-Iowa,Chicago Marriott,2014,MLA
Animal Cruelty: The Cinema of Kathryn Bigelow,Christopher Pizzino,Univ. of Georgia,Torture and Popular Culture,12:00 noon–1:15 p.m.,Indiana-Iowa,Chicago Marriott,2014,MLA
"Torture, Rebirth, and Revelation in V for Vendetta and Save the Green Planet",Peter Yoonsuk Paik,Univ. of Wisconsin,Torture and Popular Culture,12:00 noon–1:15 p.m.,Indiana-Iowa,Chicago Marriott,2014,MLA
Sites of Pain: The Expressive Work of Spaces of Torture in Video Games,Mark Sample,George Mason Univ.,Torture and Popular Culture,12:00 noon–1:15 p.m.,Indiana-Iowa,Chicago Marriott,2014,MLA
"Drifting toward Sarras: Bodies, Boats, and Borders in Malory",Dorsey Armstrong,Purdue Univ.,"Navigating Arthurian Waterways: Of Literary Lakes, Rivers, and Oceans",12:00 noon–1:15 p.m.,Chicago H,Chicago Marriott,2014,MLA
'Fear Death by Water': The Water Bridge and the Sword Bridge in Chrétien de Troyes,Arthur Wayne Glowka,Reinhardt Univ.,"Navigating Arthurian Waterways: Of Literary Lakes, Rivers, and Oceans",12:00 noon–1:15 p.m.,Chicago H,Chicago Marriott,2014,MLA
"Arthur's Biopolitical Milieu: Waterways and Conquest in Geoffrey of Monmouth's 'Historia,'"" Joseph Taylor, Univ. of Alabama, Huntsville",NA,NA,"Navigating Arthurian Waterways: Of Literary Lakes, Rivers, and Oceans",12:00 noon–1:15 p.m.,Chicago H,Chicago Marriott,2014,MLA
NA,Houston A. Baker,Vanderbilt Univ.,Modernist Studies and the Harlem Renaissance,12:00 noon–1:15 p.m.,Chicago G,Chicago Marriott,2014,MLA
NA,Suzanne Wintsch Churchill,Davidson Coll.,Modernist Studies and the Harlem Renaissance,12:00 noon–1:15 p.m.,Chicago G,Chicago Marriott,2014,MLA
NA,Barbara Clare Foley,Rutgers Univ.,Modernist Studies and the Harlem Renaissance,12:00 noon–1:15 p.m.,Chicago G,Chicago Marriott,2014,MLA
NA,George B. Hutchinson,Cornell Univ.,Modernist Studies and the Harlem Renaissance,12:00 noon–1:15 p.m.,Chicago G,Chicago Marriott,2014,MLA
NA,Kathleen Pfeiffer,Oakland Univ.,Modernist Studies and the Harlem Renaissance,12:00 noon–1:15 p.m.,Chicago G,Chicago Marriott,2014,MLA
NA,Cherene Monique Sherrard-Johnson,Univ. of Wisconsin,Modernist Studies and the Harlem Renaissance,12:00 noon–1:15 p.m.,Chicago G,Chicago Marriott,2014,MLA
Strategies of Prowar Propaganda in Brecht's Antigone des Sophokles,Saskia Fischer,Bielefeld Univ.,Brecht and the Century of War,12:00 noon–1:15 p.m.,Michigan B,Sheraton Chicago,2014,MLA
Mobilization by Radio—Resonant Voices: Brecht on Radio,Ingvild Folkvord,Norway Univ. of Science and Tech.,Brecht and the Century of War,12:00 noon–1:15 p.m.,Michigan B,Sheraton Chicago,2014,MLA
"Kriegsfibel Revisited: Brecht, Braun, Fried, and Sebald in Dialogue",Gerrit-Jan Berendse,Cardiff Univ.,Brecht and the Century of War,12:00 noon–1:15 p.m.,Michigan B,Sheraton Chicago,2014,MLA
"Hemingway, Edgar Lee Masters, and Chicago",Michelle E. Moore,Coll. of DuPage,Hemingway and the Chicago Renaissance,12:00 noon–1:15 p.m.,Grace,Chicago Marriott,2014,MLA
'Because I Think Deeper': A Chicago Story as a Key to Hemingway's Treatment of Consciousness,Mark Cirino,Univ. of Evansville,Hemingway and the Chicago Renaissance,12:00 noon–1:15 p.m.,Grace,Chicago Marriott,2014,MLA
"In Our Time and Winesburg, Ohio: The Nostalgia Connection",Claire Carles-Huguet,Université Cergy-Pontoise,Hemingway and the Chicago Renaissance,12:00 noon–1:15 p.m.,Grace,Chicago Marriott,2014,MLA
NA,NA,NA,Open Hearing on Resolutions,12:00 noon–1:15 p.m.,Armitage,Chicago Marriott,2014,MLA
The Forgotten Fool: The 'Goshoot' Episode and the Politics of Irony in Roughing It,Alex Young,Univ. of Southern California,Beyond Huck and Pudd'nhead: Mark Twain and Race,12:00 noon–1:15 p.m.,Sheffield,Chicago Marriott,2014,MLA
"From Cosmopolitan to World Citizen: Color, Clothes, and Cultural Self-Scrutiny in Following the Equator",Susan K. Harris,Univ. of Kansas,Beyond Huck and Pudd'nhead: Mark Twain and Race,12:00 noon–1:15 p.m.,Sheffield,Chicago Marriott,2014,MLA
Constructing a Legacy of Whiteness in The Autobiography of Mark Twain,Jeffrey W. Miller,Gonzaga Univ.,Beyond Huck and Pudd'nhead: Mark Twain and Race,12:00 noon–1:15 p.m.,Sheffield,Chicago Marriott,2014,MLA
Creative Thinking in Foreign Languages and the Arts: A Curricular Perspective,Lisa Parkes; Colleen M. Ryan,Indiana Univ.,Creative Thinking: Integrating the Arts into Foreign Language Teaching,12:00 noon–1:15 p.m.,Erie,Sheraton Chicago,2014,MLA
Conceptualizing the Role of Drama Pedagogy in the Age of Postholistic Pedagogy,Barbara Schmenk,Univ. of Waterloo,Creative Thinking: Integrating the Arts into Foreign Language Teaching,12:00 noon–1:15 p.m.,Erie,Sheraton Chicago,2014,MLA
Intercultural Gateway or Round Hole? Reading and Performing Poetry in the Foreign Language Classroom,Glenn Levine,Univ. of California,Creative Thinking: Integrating the Arts into Foreign Language Teaching,12:00 noon–1:15 p.m.,Erie,Sheraton Chicago,2014,MLA
NA,David Alworth,Harvard Univ.,What Is Data in Literary Studies?,12:00 noon–1:15 p.m.,Michigan–Michigan State,Chicago Marriott,2014,MLA
NA,Eric Hayot,Penn State Univ.,What Is Data in Literary Studies?,12:00 noon–1:15 p.m.,Michigan–Michigan State,Chicago Marriott,2014,MLA
NA,Heather Houser,Univ. of Texas,What Is Data in Literary Studies?,12:00 noon–1:15 p.m.,Michigan–Michigan State,Chicago Marriott,2014,MLA
NA,Lauren Klein,Georgia Inst. of Tech.,What Is Data in Literary Studies?,12:00 noon–1:15 p.m.,Michigan–Michigan State,Chicago Marriott,2014,MLA
NA,Peter M. Logan,Temple Univ.,What Is Data in Literary Studies?,12:00 noon–1:15 p.m.,Michigan–Michigan State,Chicago Marriott,2014,MLA
NA,Scott Selisker,Univ. of California,What Is Data in Literary Studies?,12:00 noon–1:15 p.m.,Michigan–Michigan State,Chicago Marriott,2014,MLA
A Productive Tension: Commodity Histories and the Limits of Imposed Readings in Reception Study,Tom Hertweck,Univ. of Nevada,"The Politics of Reception: Nations, Commodities, and Radicalism",12:00 noon–1:15 p.m.,McHenry,Chicago Marriott,2014,MLA
Misconceived Reception: Reading and Reviewing J. M. Coetzee's Early Novels in South Africa,Jarad Zimbler,Univ. of Oxford,"The Politics of Reception: Nations, Commodities, and Radicalism",12:00 noon–1:15 p.m.,McHenry,Chicago Marriott,2014,MLA
"'An Infection with the Other's Suffering, Nothing More'? Pathological versus Productive Empathy and Narrative Strategy",Kimberly Nance,Illinois State Univ.,"The Politics of Reception: Nations, Commodities, and Radicalism",12:00 noon–1:15 p.m.,McHenry,Chicago Marriott,2014,MLA
"Time to Improvise: Hughes, Jazz, Politics",Seth Perlow,Oklahoma State Univ.,Langston Hughes's Poetry in Vulnerable Times,12:00 noon–1:15 p.m.,Kane,Chicago Marriott,2014,MLA
"Langston Hughes, Koreans, and the Commensurate Vulnerability",Jang Wook Huh,Columbia Univ.,Langston Hughes's Poetry in Vulnerable Times,12:00 noon–1:15 p.m.,Kane,Chicago Marriott,2014,MLA
'In the Darkness of Her Broken Clocks / Madrid Cries NO!': Translation and Intertextuality in Langston Hughes's Spanish Civil War Poetry,Evelyn Scaramella,Manhattan Coll.,Langston Hughes's Poetry in Vulnerable Times,12:00 noon–1:15 p.m.,Kane,Chicago Marriott,2014,MLA
