presenter_name,presenter_affiliation,presentation_title,session_title,session_description,year
Alexis Ramsey,Eckerd College,Are Citations Really Necessary in the Age of Google?,Go Your Own Way: Gateways and Barriers to Student Writer Agencies,This session explores the limits and possibilities of source use and misuse and threshold concepts.,2017
Kimberly Robinson Neary,Los Angeles City College,Writing Prompts and Threshold Concepts: Tending (to) Our Rhetorical Tools,Go Your Own Way: Gateways and Barriers to Student Writer Agencies,This session explores the limits and possibilities of source use and misuse and threshold concepts.,2017
Kendra Andrews,North Carolina State University,Grammar and Writing Instruction: A Brief History of Definition and Debate,Terminology That Matters: A Grammar for Discussing Grammar,This panel reviews the grammar/writing debate and discusses the implications of modern genre approaches to grammar for writing instruction.,2017
Abby Dobs,University of North Carolina at Charlotte,Workshopping with Grammar: A Reflection on What Can Happen When Students,Terminology That Matters: A Grammar for Discussing Grammar,This panel reviews the grammar/writing debate and discusses the implications of modern genre approaches to grammar for writing instruction.,2017
Ronald Lunsford,University of North Carolina at Charlotte,Returning Grammar to Its Proper Place in the Trivium,Terminology That Matters: A Grammar for Discussing Grammar,This panel reviews the grammar/writing debate and discusses the implications of modern genre approaches to grammar for writing instruction.,2017
Celeste Del Russo,Rowan University,NA,Ethics of Care and the Teaching of Technical Communication,Four perspectives on feminist approaches to health communication.,2017
Amy Flick,Kent State University,Cookers and Brick Milk: Literate Practices of Harm Reduction Workers,Ethics of Care and the Teaching of Technical Communication,Four perspectives on feminist approaches to health communication.,2017
Russell Kirkscey,Texas Tech University,Bioethical Communication: Shared Decision Making and Critical Empathic Rhetoric,Ethics of Care and the Teaching of Technical Communication,Four perspectives on feminist approaches to health communication.,2017
Hill Taylor,Oregon Health and Science University,Reflective Journaling for Development of Cultural Humility in Nursing Students,Ethics of Care and the Teaching of Technical Communication,Four perspectives on feminist approaches to health communication.,2017
Katie Walkup,University of South Florida,Teaching Expertise in Patient Interactions: Rhetorical Strategies in Health Communication,Ethics of Care and the Teaching of Technical Communication,Four perspectives on feminist approaches to health communication.,2017
Sarah Allen,University of Hawai'i at MÄnoa,NA,"Women Talking Back: The Artist, the Student Writer, and the Memoirist","Using the works of bell hooks, panelists explore the ways in which artists, student writers, and memoirists speak back to oppressive forces.",2017
Daphne Desser,University of Hawai'i at MÄnoa,NA,"Women Talking Back: The Artist, the Student Writer, and the Memoirist","Using the works of bell hooks, panelists explore the ways in which artists, student writers, and memoirists speak back to oppressive forces.",2017
Brittney Holt,University of Hawai'i at MÄnoa NA,NA,"Women Talking Back: The Artist, the Student Writer, and the Memoirist","Using the works of bell hooks, panelists explore the ways in which artists, student writers, and memoirists speak back to oppressive forces.",2017
Jeffrey Breitenfeldt,Leeward Community College,Cultivating Expertise from 'Wicked Problems': Strategies for Using Visual,More of the Message: Extending Multimodality across Composition Stages,"This session advocates for aurality in multimodal processes, transferable visual argument, and tutor training for multimedia compositions.",2017
Travis Margoni,Yakima Valley College,Composing McLuhan's Ear World of Relationships in the Basic Writing Classroom,More of the Message: Extending Multimodality across Composition Stages,"This session advocates for aurality in multimodal processes, transferable visual argument, and tutor training for multimedia compositions.",2017
Laura May,Yakima Valley College,Trail Guides on the Multimodal Landscape: New Tutor Training for New Media,More of the Message: Extending Multimodality across Composition Stages,"This session advocates for aurality in multimodal processes, transferable visual argument, and tutor training for multimedia compositions.",2017
Andrea Alden,Grand Canyon University,Making It Work: Effective Pedagogy in a Model That Challenges the Guidelines of the,"Large Sections, Standardized Curricula, and Faith Integration: Cultivating Effective Writing Pedagogy in a Nontraditional University Model This panel will discuss ways of teaching within a very nontraditional model for composition instruction.",NA,2017
Diane Goodman,Grand Canyon University,Reframing Pedagogical Perspectives: Teaching Literature in a Predetermined Curriculum at a,"Large Sections, Standardized Curricula, and Faith Integration: Cultivating Effective Writing Pedagogy in a Nontraditional University Model This panel will discuss ways of teaching within a very nontraditional model for composition instruction.",NA,2017
Maria Zafonte,Grand Canyon University,Cultivating Capacity by Building Blended,"Large Sections, Standardized Curricula, and Faith Integration: Cultivating Effective Writing Pedagogy in a Nontraditional University Model This panel will discuss ways of teaching within a very nontraditional model for composition instruction.",NA,2017
Bump Halbritter,Michigan State University,Recycling Processes from Products,"Composting Stories to Cultivate Learning: Lessons from Long-Term Qualitative Research This interactive, audiovisual session explores how long-term, interviewbased research can drive pedagogical and programmatic action.",NA,2017
Julie Lindquist,Michigan State University,"Small Plot, Big Garden","Composting Stories to Cultivate Learning: Lessons from Long-Term Qualitative Research This interactive, audiovisual session explores how long-term, interviewbased research can drive pedagogical and programmatic action.",NA,2017
Todd Taylor,University of North Carolina,Talk about the Passion,"Composting Stories to Cultivate Learning: Lessons from Long-Term Qualitative Research This interactive, audiovisual session explores how long-term, interviewbased research can drive pedagogical and programmatic action.",NA,2017
Judy Holiday,University of LaVerne,NA,Contexts and Conditions for Student Success,"Panelists address individual, programmatic, and institutional contexts that shape student learning in writing research.",2017
