presenter_name,presenter_institution,presentation_title,session_title,session_description
Stephen Wilhoit,University of Dayton,Becoming Active in Faculty Development: Causes and Effects, Faculty Developer as Activist: Strategies for Writing Instructors and WPAs ,Examining how engagement in faculty development can help composition instructors and WPAs bring about needed change at their institution.
Stacey Sheriff,Colby College,"Think Globally, Act Locally: Using Faculty & Instructional Development to Support International", Faculty Developer as Activist: Strategies for Writing Instructors and WPAs ,Examining how engagement in faculty development can help composition instructors and WPAs bring about needed change at their institution.
GRB Room 340A,Level Three,NA, Healing the Split between Language and Writing: Practical Advice for the Composition Classroom ,This panel will apply cognitive and functional approaches to language to the teaching of writing.
Craig Hancock,University at Albany,NA, Healing the Split between Language and Writing: Practical Advice for the Composition Classroom ,This panel will apply cognitive and functional approaches to language to the teaching of writing.
Rei Noguchi,California State University,Core Writing Principles and Iconicity: Integrating the Small and Large in, Healing the Split between Language and Writing: Practical Advice for the Composition Classroom ,This panel will apply cognitive and functional approaches to language to the teaching of writing.
Debra Myhill,University of Exeter,Writing with Grammar in Mind, Healing the Split between Language and Writing: Practical Advice for the Composition Classroom ,This panel will apply cognitive and functional approaches to language to the teaching of writing.
Stella Wang,University of Rochester,Corpus Approaches: A Case Study of Personal Pronouns, Healing the Split between Language and Writing: Practical Advice for the Composition Classroom ,This panel will apply cognitive and functional approaches to language to the teaching of writing.
Hilton Grand Ballroom A,Level Four,NA, Taking Action Workshop: Framing Messages Refer to page 17 for abstract.,NA
Jenna Fournel,National Council of Teachers of English NA,NA, Taking Action Workshop: Framing Messages Refer to page 17 for abstract.,NA
Hilton Grand Ballroom B,Level Four,NA, Taking Action Workshop: Influencing Policy Refer to page 18 for abstract.,NA
Carolyn Calhoon-Dillahunt,Yakima Valley Community College,NA, Taking Action Workshop: Influencing Policy Refer to page 18 for abstract.,NA
Lori Shorr,Temple University NA,NA, Taking Action Workshop: Influencing Policy Refer to page 18 for abstract.,NA
Hilton Room 335C,Level Three,NA, The National Census of Writing Database and Diversity in Writing Programs (CWPA-Sponsored Session) ,This roundtable asks the question of how to use data collected through the National Census of Writing to take action and make change.
Mark Blaauw-Hara,North Central Michigan College,NA, The National Census of Writing Database and Diversity in Writing Programs (CWPA-Sponsored Session) ,This roundtable asks the question of how to use data collected through the National Census of Writing to take action and make change.
Caitlin Holmes,George Mason University,NA, The National Census of Writing Database and Diversity in Writing Programs (CWPA-Sponsored Session) ,This roundtable asks the question of how to use data collected through the National Census of Writing to take action and make change.
Brandon Fralix,Bloomfield College,NA, The National Census of Writing Database and Diversity in Writing Programs (CWPA-Sponsored Session) ,This roundtable asks the question of how to use data collected through the National Census of Writing to take action and make change.
Jill Gladstein,Swarthmore College,NA, The National Census of Writing Database and Diversity in Writing Programs (CWPA-Sponsored Session) ,This roundtable asks the question of how to use data collected through the National Census of Writing to take action and make change.
Susan Miller-Cochran,University of Arizona NA,NA, The National Census of Writing Database and Diversity in Writing Programs (CWPA-Sponsored Session) ,This roundtable asks the question of how to use data collected through the National Census of Writing to take action and make change.
Hilton Room 335B,Level Three,NA, Queer Action in the Extracurriculum ,"This panel explores queer action via extracurricular sites of writing, rhetoric, and literacy development."
Christine Gregory,Florida International University,NA, Queer Action in the Extracurriculum ,"This panel explores queer action via extracurricular sites of writing, rhetoric, and literacy development."
Pamela VanHaitsma,Old Dominion University,Romantic Correspondence as Queer Extracurriculum, Queer Action in the Extracurriculum ,"This panel explores queer action via extracurricular sites of writing, rhetoric, and literacy development."
Laura Tetreault,University of Louisville,The Digital Extracurriculum: Online Circulation as Queer Rhetorical Practice, Queer Action in the Extracurriculum ,"This panel explores queer action via extracurricular sites of writing, rhetoric, and literacy development."
Alexandra Cavallaro,California State University,Between Women: The Curriculum of Coming Out as Queer Rhetorical Pedagogy, Queer Action in the Extracurriculum ,"This panel explores queer action via extracurricular sites of writing, rhetoric, and literacy development."
Hilton Room 336A,Level Three,NA, Writing Sustainability in the College Class: Reimagining Communities through Action ,Challenging boundaries through trans-disciplinary communication across academic siloes through frameworks of composition and sustainability.
Betsy Hall,Long Island University-Brooklyn,NA, Writing Sustainability in the College Class: Reimagining Communities through Action ,Challenging boundaries through trans-disciplinary communication across academic siloes through frameworks of composition and sustainability.
Halle Neiderman,Kent State University,NA, Writing Sustainability in the College Class: Reimagining Communities through Action ,Challenging boundaries through trans-disciplinary communication across academic siloes through frameworks of composition and sustainability.
Melanie Knowles,Kent State University,NA, Writing Sustainability in the College Class: Reimagining Communities through Action ,Challenging boundaries through trans-disciplinary communication across academic siloes through frameworks of composition and sustainability.
Barbara George,Kent State University NA,NA, Writing Sustainability in the College Class: Reimagining Communities through Action ,Challenging boundaries through trans-disciplinary communication across academic siloes through frameworks of composition and sustainability.
